"","GOID","Term","Pvalue.RNA","Pvalue.ATAC","Ontology","lipid.related"
"postsynapse organization","GO:0099173","postsynapse organization",1.13897407520319e-05,0.000196704166968924,"BP",FALSE
"regulation of presynapse organization","GO:0099174","regulation of presynapse organization",0.00148134600446738,0.000535851585125415,"BP",FALSE
"regulation of postsynapse organization","GO:0099175","regulation of postsynapse organization",0.000135504156617206,0.000632140664584071,"BP",FALSE
"regulation of trans-synaptic signaling","GO:0099177","regulation of trans-synaptic signaling",3.81779424693667e-18,0.00162876430891089,"BP",FALSE
"intrinsic component of synaptic membrane","GO:0099240","intrinsic component of synaptic membrane",5.34465018006839e-11,0.00542703573135225,"CC",FALSE
"trans-synaptic signaling","GO:0099537","trans-synaptic signaling",3.51428845642882e-25,0.0434505351758186,"BP",FALSE
"synaptic membrane adhesion","GO:0099560","synaptic membrane adhesion",5.89713793452603e-06,4.23085501727841e-06,"BP",FALSE
"postsynaptic specialization","GO:0099572","postsynaptic specialization",1.93434346639105e-23,0.00090710200960138,"CC",FALSE
"regulation of neurotransmitter receptor activity","GO:0099601","regulation of neurotransmitter receptor activity",4.27466671315325e-08,0.0128893072823174,"BP",FALSE
"postsynaptic specialization membrane","GO:0099634","postsynaptic specialization membrane",1.44332580968955e-13,0.0152176325122858,"CC",FALSE
"integral component of synaptic membrane","GO:0099699","integral component of synaptic membrane",5.94272540020925e-10,0.0145969742928022,"CC",FALSE
"neuron projection organization","GO:0106027","neuron projection organization",0.00166493285999683,0.00219091066171419,"BP",FALSE
"regulation of actomyosin structure organization","GO:0110020","regulation of actomyosin structure organization",2.41522690590715e-07,0.000390363265500801,"BP",FALSE
"regulation of actin filament organization","GO:0110053","regulation of actin filament organization",1.98663336331271e-06,0.000163291432326139,"BP",FALSE
"positive regulation of animal organ morphogenesis","GO:0110110","positive regulation of animal organ morphogenesis",0.00267239683902221,0.0277311436128269,"BP",FALSE
"negative regulation of animal organ morphogenesis","GO:0110111","negative regulation of animal organ morphogenesis",0.00728748188118416,6.45856045981227e-05,"BP",FALSE
"regulation of plasma membrane bounded cell projection organization","GO:0120035","regulation of plasma membrane bounded cell projection organization",6.89358619769283e-12,1.32493002058991e-09,"BP",FALSE
"plasma membrane bounded cell projection organization","GO:0120036","plasma membrane bounded cell projection organization",1.39793618908592e-17,4.00915633453613e-17,"BP",FALSE
"plasma membrane bounded cell projection morphogenesis","GO:0120039","plasma membrane bounded cell projection morphogenesis",2.95047313453296e-16,1.07914373947944e-21,"BP",FALSE
"neuron projection arborization","GO:0140058","neuron projection arborization",0.0143005954166259,0.010103156690061,"BP",FALSE
"transcription regulator activity","GO:0140110","transcription regulator activity",1.32858417739056e-07,2.35725944170184e-26,"MF",FALSE
"DNA-binding transcription factor binding","GO:0140297","DNA-binding transcription factor binding",0.000637047733141567,1.052034060836e-07,"MF",FALSE
"regulation of neuron projection arborization","GO:0150011","regulation of neuron projection arborization",0.022896701386502,0.0187342139822502,"BP",FALSE
"regulation of postsynapse assembly","GO:0150052","regulation of postsynapse assembly",0.0407447072049329,0.00826031843480017,"BP",FALSE
"visual system development","GO:0150063","visual system development",4.11529903356343e-07,9.94993627848556e-09,"BP",FALSE
"cell-substrate junction organization","GO:0150115","cell-substrate junction organization",6.07734173817507e-10,0.000334167567399552,"BP",FALSE
"regulation of cell-substrate junction organization","GO:0150116","regulation of cell-substrate junction organization",8.99297221604977e-07,0.000487781168914438,"BP",FALSE
"cell-cell signaling by wnt","GO:0198738","cell-cell signaling by wnt",3.2452959665651e-07,8.39561173681775e-08,"BP",FALSE
"regulation of cellular response to insulin stimulus","GO:1900076","regulation of cellular response to insulin stimulus",0.0146188354876146,0.0421878817523997,"BP",FALSE
"negative regulation of cellular response to insulin stimulus","GO:1900077","negative regulation of cellular response to insulin stimulus",0.0144016115085885,0.0024180540546563,"BP",FALSE
"regulation of defense response to bacterium","GO:1900424","regulation of defense response to bacterium",0.0124996494360416,0.0136119854702192,"BP",FALSE
"regulation of glutamate receptor signaling pathway","GO:1900449","regulation of glutamate receptor signaling pathway",1.85602425788057e-07,0.00945282699168872,"BP",FALSE
"positive regulation of purine nucleotide metabolic process","GO:1900544","positive regulation of purine nucleotide metabolic process",0.00371836785180492,0.0263372058247855,"BP",FALSE
"regulation of p38MAPK cascade","GO:1900744","regulation of p38MAPK cascade",0.000979899257762667,0.0102897311240376,"BP",FALSE
"regulation of extracellular matrix assembly","GO:1901201","regulation of extracellular matrix assembly",0.0275223276591794,0.00642933023148425,"BP",FALSE
"positive regulation of extracellular matrix assembly","GO:1901203","positive regulation of extracellular matrix assembly",0.0210367896829004,0.0329685980255929,"BP",FALSE
"regulation of neuron death","GO:1901214","regulation of neuron death",0.000947114994997327,0.00302436589291649,"BP",FALSE
"negative regulation of neuron death","GO:1901215","negative regulation of neuron death",0.0319991441027215,0.0458503559013535,"BP",FALSE
"positive regulation of neuron death","GO:1901216","positive regulation of neuron death",0.00659476430034851,0.000450830932782291,"BP",FALSE
"regulation of vasculature development","GO:1901342","regulation of vasculature development",6.97541089321334e-11,0.00218955888505373,"BP",FALSE
"negative regulation of vasculature development","GO:1901343","negative regulation of vasculature development",8.70586480632987e-05,0.0020335679297489,"BP",FALSE
"negative regulation of hematopoietic progenitor cell differentiation","GO:1901533","negative regulation of hematopoietic progenitor cell differentiation",0.038556372843973,0.0250962926666452,"BP",FALSE
"response to peptide","GO:1901652","response to peptide",0.00107846130569085,0.0460118322246615,"BP",FALSE
"sulfur compound binding","GO:1901681","sulfur compound binding",0.0220421010412886,0.00317592981537279,"MF",FALSE
"response to nitrogen compound","GO:1901698","response to nitrogen compound",4.57457586799068e-09,0.0118052992357722,"BP",FALSE
"cellular response to nitrogen compound","GO:1901699","cellular response to nitrogen compound",2.1915400476367e-10,0.0448993184044339,"BP",FALSE
"response to oxygen-containing compound","GO:1901700","response to oxygen-containing compound",6.39937590231579e-14,0.00872606334542319,"BP",FALSE
"cellular response to oxygen-containing compound","GO:1901701","cellular response to oxygen-containing compound",2.89127319065869e-15,0.00632877973872513,"BP",FALSE
"regulation of muscle tissue development","GO:1901861","regulation of muscle tissue development",1.2108327098936e-06,0.00202685258746332,"BP",FALSE
"positive regulation of muscle tissue development","GO:1901863","positive regulation of muscle tissue development",2.00732661050694e-05,0.000175320154116132,"BP",FALSE
"regulation of protein depolymerization","GO:1901879","regulation of protein depolymerization",0.0265410887320789,0.0365708967171257,"BP",FALSE
"negative regulation of protein depolymerization","GO:1901880","negative regulation of protein depolymerization",0.0427519424416862,0.00612089327289958,"BP",FALSE
"regulation of cell junction assembly","GO:1901888","regulation of cell junction assembly",4.84715830998833e-12,4.61771269644157e-07,"BP",FALSE
"negative regulation of cell junction assembly","GO:1901889","negative regulation of cell junction assembly",0.00158850695454,0.0346476445065682,"BP",FALSE
"positive regulation of cell junction assembly","GO:1901890","positive regulation of cell junction assembly",0.000243774156857612,0.000896988065710256,"BP",FALSE
"regulation of sodium ion transmembrane transport","GO:1902305","regulation of sodium ion transmembrane transport",0.000453847425962345,0.0139995427250146,"BP",FALSE
"protein localization to cell junction","GO:1902414","protein localization to cell junction",2.17012904250203e-06,0.00140569849722478,"BP",FALSE
"regulation of protein localization to synapse","GO:1902473","regulation of protein localization to synapse",0.000375497513592613,0.0235125953094829,"BP",FALSE
"regulation of intracellular signal transduction","GO:1902531","regulation of intracellular signal transduction",1.98975568445528e-08,0.000108962745616449,"BP",FALSE
"negative regulation of intracellular signal transduction","GO:1902532","negative regulation of intracellular signal transduction",0.00246744953235635,6.81990250657182e-05,"BP",FALSE
"negative regulation of RNA biosynthetic process","GO:1902679","negative regulation of RNA biosynthetic process",6.3352817335459e-10,2.07217232695637e-19,"BP",FALSE
"positive regulation of RNA biosynthetic process","GO:1902680","positive regulation of RNA biosynthetic process",3.64834121885498e-14,5.74798127068001e-22,"BP",FALSE
"apoptotic process involved in development","GO:1902742","apoptotic process involved in development",0.000839913229195148,0.000523612722682821,"BP",FALSE
"regulation of retina development in camera-type eye","GO:1902866","regulation of retina development in camera-type eye",0.0398178288723573,0.0420191503683301,"BP",FALSE
"regulation of pri-miRNA transcription by RNA polymerase II","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II",1.60202446365347e-06,0.000256975960510021,"BP",FALSE
"negative regulation of pri-miRNA transcription by RNA polymerase II","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II",2.99469078094572e-05,0.00194850214893873,"BP",FALSE
"positive regulation of pri-miRNA transcription by RNA polymerase II","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II",0.000418059589381223,0.0146126914359636,"BP",FALSE
"regulation of supramolecular fiber organization","GO:1902903","regulation of supramolecular fiber organization",3.82809656063902e-09,0.000145872969114771,"BP",FALSE
"negative regulation of supramolecular fiber organization","GO:1902904","negative regulation of supramolecular fiber organization",0.000195057783565928,0.000106691950003594,"BP",FALSE
"positive regulation of supramolecular fiber organization","GO:1902905","positive regulation of supramolecular fiber organization",1.08864976284717e-06,0.023116501008063,"BP",FALSE
"regulation of extracellular matrix organization","GO:1903053","regulation of extracellular matrix organization",0.0194177861278557,0.00960706076502775,"BP",FALSE
"regulation of protein localization to plasma membrane","GO:1903076","regulation of protein localization to plasma membrane",0.023893350552335,0.0474320157697658,"BP",FALSE
"negative regulation of mRNA metabolic process","GO:1903312","negative regulation of mRNA metabolic process",0.0137616540906029,0.0473098875532776,"BP",FALSE
"negative regulation of protein maturation","GO:1903318","negative regulation of protein maturation",0.0418109272815949,0.00859876704847286,"BP",FALSE
"regulation of nucleic acid-templated transcription","GO:1903506","regulation of nucleic acid-templated transcription",0.0485051654412633,5.70000198928786e-21,"BP",FALSE
"negative regulation of nucleic acid-templated transcription","GO:1903507","negative regulation of nucleic acid-templated transcription",5.46714032553383e-10,1.84385344471173e-19,"BP",FALSE
"positive regulation of nucleic acid-templated transcription","GO:1903508","positive regulation of nucleic acid-templated transcription",3.1089340656687e-14,5.15183763245131e-22,"BP",FALSE
"negative regulation of secretion by cell","GO:1903531","negative regulation of secretion by cell",0.00106458140206132,0.0270106665682065,"BP",FALSE
"protein localization to postsynaptic membrane","GO:1903539","protein localization to postsynaptic membrane",0.000266759686508273,0.014426797195265,"BP",FALSE
"positive regulation of ATP metabolic process","GO:1903580","positive regulation of ATP metabolic process",0.0184038536743293,0.00381484730502823,"BP",FALSE
"regulation of hemopoiesis","GO:1903706","regulation of hemopoiesis",2.83974472521129e-05,0.00752209573193548,"BP",FALSE
"negative regulation of hemopoiesis","GO:1903707","negative regulation of hemopoiesis",0.00354322922661385,0.0033488956105276,"BP",FALSE
"regulation of cellular protein localization","GO:1903827","regulation of cellular protein localization",2.29073059873356e-05,0.0302846568826291,"BP",FALSE
"regulation of cellular response to transforming growth factor beta stimulus","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus",3.99721281645882e-05,0.00737487234142302,"BP",FALSE
"negative regulation of cellular response to transforming growth factor beta stimulus","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus",0.00469403602923069,0.00862906660913591,"BP",FALSE
"epithelial cell apoptotic process","GO:1904019","epithelial cell apoptotic process",0.0431443434830123,0.00707561752754715,"BP",FALSE
"response to ionomycin","GO:1904636","response to ionomycin",0.0140983269151159,0.0387504655193288,"BP",FALSE
"cellular response to ionomycin","GO:1904637","cellular response to ionomycin",0.0140983269151159,0.0387504655193288,"BP",FALSE
"glucose transmembrane transport","GO:1904659","glucose transmembrane transport",0.0458038115907069,0.00282167526265363,"BP",FALSE
"regulation of vascular smooth muscle cell proliferation","GO:1904705","regulation of vascular smooth muscle cell proliferation",0.000245462926704439,0.00772871509780638,"BP",FALSE
"positive regulation of vascular smooth muscle cell proliferation","GO:1904707","positive regulation of vascular smooth muscle cell proliferation",0.000724557876744784,0.0391308903020215,"BP",FALSE
"vascular associated smooth muscle cell migration","GO:1904738","vascular associated smooth muscle cell migration",0.00173639574634958,0.0288001671485099,"BP",FALSE
"excitatory synapse assembly","GO:1904861","excitatory synapse assembly",2.95812516270256e-05,0.00487757358192218,"BP",FALSE
"cranial skeletal system development","GO:1904888","cranial skeletal system development",0.00393270192360007,0.00548388864475178,"BP",FALSE
"regulation of excitatory synapse assembly","GO:1904889","regulation of excitatory synapse assembly",0.0068251865418696,0.00859876704847286,"BP",FALSE
"negative regulation of establishment of protein localization","GO:1904950","negative regulation of establishment of protein localization",0.0182834083838288,0.015087753915197,"BP",FALSE
"cell surface receptor signaling pathway involved in cell-cell signaling","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling",8.16543371211292e-14,7.03616832917843e-08,"BP",FALSE
"semi-lunar valve development","GO:1905314","semi-lunar valve development",0.0036064414852466,0.000198005249528037,"BP",FALSE
"regulation of morphogenesis of an epithelium","GO:1905330","regulation of morphogenesis of an epithelium",0.0483624790861688,0.000452822775215311,"BP",FALSE
"negative regulation of morphogenesis of an epithelium","GO:1905331","negative regulation of morphogenesis of an epithelium",0.0289443661691457,0.00121374720871736,"BP",FALSE
"regulation of presynapse assembly","GO:1905606","regulation of presynapse assembly",0.00142141190995076,0.000312418183901033,"BP",FALSE
"regulation of postsynaptic density organization","GO:1905874","regulation of postsynaptic density organization",0.0275223276591794,0.00642933023148425,"BP",FALSE
"glutamatergic neuron differentiation","GO:1905962","glutamatergic neuron differentiation",0.00976696703854112,0.0279162487637317,"BP",FALSE
"neuron projection extension","GO:1990138","neuron projection extension",0.000669729693032747,9.96977923659261e-05,"BP",FALSE
"sequence-specific double-stranded DNA binding","GO:1990837","sequence-specific double-stranded DNA binding",1.60280725087889e-07,1.1531148077373e-21,"MF",FALSE
"vascular smooth muscle cell proliferation","GO:1990874","vascular smooth muscle cell proliferation",0.000245462926704439,0.00772871509780638,"BP",FALSE
"regulation of multicellular organismal development","GO:2000026","regulation of multicellular organismal development",1.15451398403717e-34,4.91594355713019e-20,"BP",FALSE
"regulation of animal organ morphogenesis","GO:2000027","regulation of animal organ morphogenesis",0.00164950429128051,2.73045486422683e-05,"BP",FALSE
"negative regulation of cellular macromolecule biosynthetic process","GO:2000113","negative regulation of cellular macromolecule biosynthetic process",9.40917402179429e-10,1.32387503180708e-21,"BP",FALSE
"regulation of cell motility","GO:2000145","regulation of cell motility",3.63409003353179e-25,2.51872395766027e-12,"BP",FALSE
"negative regulation of cell motility","GO:2000146","negative regulation of cell motility",1.04960022979638e-08,3.94276591809616e-07,"BP",FALSE
"positive regulation of cell motility","GO:2000147","positive regulation of cell motility",1.51739691266204e-12,6.34067394742743e-06,"BP",FALSE
"regulation of neural precursor cell proliferation","GO:2000177","regulation of neural precursor cell proliferation",1.9333003673445e-06,0.000572327358671123,"BP",FALSE
"positive regulation of neural precursor cell proliferation","GO:2000179","positive regulation of neural precursor cell proliferation",0.0166812843434373,0.000612003510059818,"BP",FALSE
"negative regulation of blood vessel morphogenesis","GO:2000181","negative regulation of blood vessel morphogenesis",0.000392612312465181,0.0104179807605707,"BP",FALSE
"regulation of NMDA receptor activity","GO:2000310","regulation of NMDA receptor activity",0.000979899257762667,0.00448511505090102,"BP",FALSE
"regulation of sodium ion transmembrane transporter activity","GO:2000649","regulation of sodium ion transmembrane transporter activity",0.000369141100496035,0.00653086007995206,"BP",FALSE
"regulation of heart morphogenesis","GO:2000826","regulation of heart morphogenesis",0.0490436196789653,0.00449968098222975,"BP",FALSE
"regulation of endothelial cell chemotaxis","GO:2001026","regulation of endothelial cell chemotaxis",0.00153862168248168,0.0185555923460313,"BP",FALSE
"positive regulation of endothelial cell chemotaxis","GO:2001028","positive regulation of endothelial cell chemotaxis",0.00238125890455786,0.0328226505266104,"BP",FALSE
"regulation of mesenchymal cell apoptotic process","GO:2001053","regulation of mesenchymal cell apoptotic process",0.00286449110944958,0.000375289470953618,"BP",FALSE
"negative regulation of mesenchymal cell apoptotic process","GO:2001054","negative regulation of mesenchymal cell apoptotic process",0.00730112346081131,0.00125512730879241,"BP",FALSE
"regulation of RNA biosynthetic process","GO:2001141","regulation of RNA biosynthetic process",0.0470615386344556,3.98733228597164e-21,"BP",FALSE
